Session_ID,time_afternoon,time_evening,time_morning,time_night,time_wee_hours
ggkoae2me51q02ro3ren47rs9n,0,0,1,0,0
gh1545klvvn6sdmmv8ntfjtpsj,0,0,1,0,0
gh9s7753br49h4c8g669fucshp,0,0,0,1,0
gk81vt5nc7jnrd0nvgf7shli3f,0,0,0,1,0
gn2klnvoilbfoihm2s1juh2ij2,0,0,1,0,0
gpdgqpd8hjc63a5ebcn2qrdf06,0,0,0,0,1
gq715ms79515gcq39vf91mli6t,0,1,0,0,0
gqcjo921gf4ddu9u486h8t2f5l,0,0,1,0,0
grbvlqd7u4foh99hguga49f0fg,0,0,1,0,0
gsd3nedjgf2f0bmitnttcsi2er,1,0,0,0,0
gsflh76i02fd9bk92ifa8jnc7b,0,0,1,0,0
gsqncecv3qqfj2rqj1tji3j4d9,1,0,0,0,0
gt6ccjle54o9oqntbbt3vci5pa,1,0,0,0,0
h2jo3uq1om8vp81nopaa17kegu,1,0,0,0,0
h2jq34f4g7icu2s7h4lgd6btj3,1,0,0,0,0
h6kek9u7g8sjqhdu2jr9fg6s5h,0,1,0,0,0
h9gaeo351pqnmpu055ot9s5mtd,1,0,0,0,0
h9iog4f2a26totqf6smndci6bs,0,0,1,0,0
hahdsuj7fgsont1nmi7neiljo3,1,0,0,0,0
hctlni7i4rclegm7bs6afhs16h,0,0,1,0,0
he1pltpfa23hqun31ciub3ksmo,0,1,0,0,0
heooocaj90nj4usab96vr0t8bo,1,0,0,0,0
hjagioo7ckqbdrl0ssivbte57q,0,0,0,1,0
hkarq9tbvs7j14u8v4bcj814tk,0,0,1,0,0
hq306mp6dvnclg7plqla9a8oe1,0,1,0,0,0
hr9t5fv365o0t7f26ilhe2rc8j,0,0,1,0,0
hrbko2t4t14q3pahqltndlolb5,0,1,0,0,0
hretqun6idgv9pbr91ufn8pge6,0,0,0,1,0
hs62n8oguaemh0k12m9434sr20,1,0,0,0,0
htodnmm7tjpihgeuqk64c0gjes,0,1,0,0,0
hujnm9166tof0hmoeid55a996n,0,0,0,1,0
hv911a12gbfif0squf2mli3oe1,0,0,1,0,0
hvtn2cbbipcjc88sjuuq7k0br2,1,0,0,0,0
i1amp3mrqeufq0clj26kn6kco6,0,1,0,0,0
i2q4kdikj02dm9lvavtkaestg2,0,1,0,0,0
i48q4ssfv5tk615amqb3ikphql,0,0,1,0,0
i49goovgc8d214dbipv8o6504l,0,0,1,0,0
i4bgdstv07o3mdh655ohgqssin,0,0,1,0,0
i54vr6i7vikgq6kp7o8prcchip,0,0,1,0,0
i56202ejgd4kmohsll917rfkpd,0,0,1,0,0
i6io829o6v8o8r5bo6tgoc903p,0,0,1,0,0
i7kmtdu6no2thkq8drg4r2ilie,0,0,0,1,0
i88813la3hv9tvhl0np861dtfa,0,0,1,0,0
ia9s4av1gau9r2e17bi4kdpr2m,0,0,1,0,0
iae9nd0n4lmdfntp4ib72dt4fh,0,1,0,0,0
ibf972u5q4vlvvev54goetuber,0,1,0,0,0
icjl2m9q6satjga38pfqqnmjl8,0,1,0,0,0
ietvvqnp1uipfkgc8kgd09ujb6,0,0,1,0,0
if6sd7i56fpr2k4fcu22hcpjin,1,0,0,0,0
igbeqcjnbst8afmoi4sg6tn669,0,0,1,0,0
igirlpfg3oft6i3dl8ah549gqi,0,0,1,0,0
ih6epc7qm8aubllr3d4dhctqso,0,0,0,1,0
ii4dosupqt4958ru71845a0hso,0,0,1,0,0
iisk9j1h1c6o2etcrctuohltt9,0,0,0,1,1
ik3l1becqi206cta488uu7c7m7,1,0,0,0,0
ikchggsmhgkjur8n2t4f0c75uh,0,0,1,0,0
ikrmivc56op6locohdc2shs3v3,1,0,0,0,0
ikrs0ssfifs59f9mlcq9a8qj2n,0,0,0,1,0
imgld2d8lq8ugjvfur481ofr2n,0,1,0,0,0
iq6lsdg74fvqm528shi8kb7e1d,0,0,0,1,0
iqn8hsc70v29r5815sv642aeh0,0,0,0,1,0
isiekn2h40prbuarp6bmi4tui3,0,0,0,1,0
itltb3mfbii9h9ikttfqkc3ca2,0,0,0,0,1
iugft3rvfcldeefq4dfbl6vko6,0,0,1,0,0
j09afvs25gdij4vebr11kt9gpr,1,0,0,0,0
j0ltf13ceqtklcioguthcuj0rn,1,0,0,0,0
j1bgobvbjbfckjsi7uau5tfp1s,0,0,0,1,0
j2q3t0kjsajvculauug5s903cd,1,0,0,0,0
j305v6gg71vcjp9cjdgf7bvnnq,0,0,1,0,0
j5q0rc8234mif6jlcbff7tmhsk,0,0,1,0,0
j732r4nonn5d5q37e9u2g9hr11,0,1,0,0,0
j8e0t5t4nnr92fupp8rh18ihkq,0,0,1,0,0
j9b7c6ilojfpbhl0nbti3cqfi1,0,0,0,1,0
j9cljd6f2f9lmo7ce5uht8pdpt,1,0,0,0,0
jbgvn29afrbe34d1tjjmkovmvo,0,1,0,0,0
jdvmnfhtlr1rrga9g4148mr16s,0,0,0,1,0
jem57j0s9bisf3rankqdkqq10i,0,0,1,0,0
jepk2lqaj5t5jitmkmpdjqbcsq,0,0,0,1,0
jf8u319v8fe7pqp2vflu4nlj40,0,0,1,0,0
jfmilo33fin84baeh3k6bcnh3v,1,0,0,0,0
jgud4pu6klbeel0e9nn551i9ib,0,1,0,0,0
jh9bs45mauu7v1mfl3et8i77hk,1,0,0,0,0
jij3srivs9gtodv0tcv3rim8dt,0,0,0,1,0
jij714b81gib6j0edvr6qv9u8n,0,1,0,0,0
jimd0j115fjodk0qn9bp6cmsd0,1,0,0,0,0
jpbeofacs0492d9vi9r726urr7,0,0,1,0,0
jq81oksgh36g25rlv3rmulr6ve,0,0,1,0,0
jql33afvhnt7790b17tvvcn87d,0,1,0,0,0
jrrvothv142fn0a4gg4a18a31i,1,0,0,0,0
js47oan5tk8j0resvhl9qer7lj,0,0,1,0,0
jv0ep8f81ek5v6ofijqjn3cf3h,0,0,1,0,0
k00lp4ik0epelb6b63mbdev8a2,1,0,0,0,0
k0371k7nj5dqmfg9fllmll59sn,1,0,0,0,0
k05ut8rvm798ab7pgnolv2st1f,0,0,0,1,0
k06kjee5sc5bs961fvll13ase1,0,0,0,0,1
k0lmsmgdnlrmttlg6qpnilufp2,1,0,0,0,0
k3p6gqomoabnp2k5malilpec9e,0,0,0,1,0
k43vs9a9svdetkit6uovpb6th1,1,0,0,0,0
k5pg7u2907cb9nk61dd8i15fm2,0,0,0,1,0
k6e6fem4qek1jn58vujbrinfge,0,0,1,0,0
k6p4e7hilkldr6su9hdu6euqi1,0,0,1,0,0
k7q0tctsbbbhju48ql35fipt7b,0,0,0,1,0
kaodsjbnqm7umgfvao63d3rihb,0,0,1,0,0
kcjcrt2p6t6vi19so38e7audcb,0,0,0,1,0
kd4h7t2e50hpl0uv1pdbcsoe4n,1,0,0,0,0
keuiq0cv69c2afrg7rl1ar9dsj,1,0,0,0,0
kfe4jnjpk8sv38uh0cnmnhcglf,0,0,0,0,1
klm20skjqset2im1v8lk31m6hf,0,1,0,0,0
kn4jl5vb5fita9bo6cu1b6jrk8,1,0,1,0,0
koftcfkosigp4f2ibgfi0dm0co,0,1,0,1,0
kpedbnklnbmle61jm27kmfnkoh,0,0,0,1,0
kph5igjl88pqeoa3ghjdcsmket,1,0,0,0,0
kq259hljltf8cofepgru4e5nfr,0,1,0,0,0
ksho0o7olvo6iah5gjo6tinp3v,1,0,0,0,0
ktvnpmoa2vkkhe39b466k5717p,1,1,1,1,1
kvg5ag8sk3irhtl5dq7p4cl8ue,0,1,0,0,0
kvl5lnj0qae6k8o9spaaalti3e,1,0,0,0,0
l281lufhl0p948rr5o7mq7rhoi,1,0,0,0,0
l2gcmv2s4ov9p8n79g9034jf2j,0,0,1,0,0
l2tls9ukffib96g0uddp9k9c4m,0,1,0,0,0
l37rc0p4ont4j69ossmdekn9re,1,0,0,0,0
lainc2mec0jg4l7ko2itjv1v51,1,0,0,0,0
lbpk1okd4btot9vqfjpsv2vl9n,1,0,0,0,0
lgm2m88i22v3fuljrkfdpp3h12,1,0,0,0,0
lh1vo5umn4d5igedhgc72ta772,0,1,0,0,0
lh6kl6i9tioe77fp8kgmb1de9m,0,0,1,0,0
li1citv767lpesc2bt9c1eotbm,0,0,0,1,0
lmg6hik8gag0jugp27h6qpim4e,0,0,0,1,0
ln5iinme0hni1rh2cln76shhm2,1,0,0,0,0
lol3qmnm070bfiec7503joii19,0,1,0,0,0
lq3eurvqctj6th0d4i7fff11hn,1,0,0,0,0
lq8dub264g9l1e0ust78o4q9ui,1,0,0,0,0
lu2vabqtd7mhjirluaij1a6qcg,1,0,0,0,0
lukkp458sudl46nko5815kgut2,0,0,0,1,0
lv5nbfos801glb5c8m79kgon7r,0,0,0,1,0
m01ltdunc7d4tjuh0r8opr8c3k,1,0,0,0,0
m1e1mgb7hbmqovglk2rp4f7en9,1,0,0,0,0
m1rt858554qvald7e7pmrm1d8b,1,0,0,0,0
m2d7pem8vph8npifco3ogcf8on,1,0,0,0,0
m53jq0p03vjq9ggef5fqamii89,1,0,0,0,0
m634porafkebq83n1ncv8fprkj,0,0,0,0,1
m69n9tg4qgmjvgi32kfqrvc7fe,1,0,0,0,0
m7cd9aev6os2phk0sdkse238l5,0,0,1,0,0
m8fe1qtn358dg2b1b6fingti39,0,0,1,0,0
mc9vvj20cc427d1vhl9aah593q,0,1,0,0,0
md58k6ejokrtefaghth7v1ghtu,0,0,0,1,0
mdeo4lt99fosg4pudmlamcf4ng,1,0,0,0,0
mgjd1l76a6rfo7kcfiofk428na,1,0,0,0,0
mgr9t6dlg6ldke41383v0fhq3q,0,0,1,0,0
mj7og8gp23omgkn21akfqrovp8,1,0,0,0,0
mk2oavmggeb3d3t0lsqar5fhts,0,0,1,0,0
mk7jdh4qi5dkquenuvef8qk855,1,0,0,0,0
ml4tnn1lkctli3fofonrj629qm,0,0,1,0,0
ml6u6ltsq0vhdsiqcbqnpbkh5k,0,0,1,0,0
mld2vskicvoo3bvkk0fnjtuv7u,1,0,0,0,0
mlrcehe439iiene6e485tni66i,0,0,1,0,0
mnnl0t00i39d68sebkf3oa05k4,0,0,1,0,0
moqasnr56raoh1gq94vqlngt50,0,0,1,0,0
mpq0pfpkc127m4bti2cp71cqgg,0,0,1,0,0
ms3cf5h8obah9v5aqutt372t1h,0,0,1,0,0
mtilohhtbsshka38svllisk0am,0,0,1,0,0
mu18kf0qp9tuogrbrqj76n5i73,1,0,0,0,0
n1gg8so80f6j2puh8eepovtejl,1,0,0,0,0
n3iph75f9dp0vk52lig8nk3n1c,0,0,0,1,0
n4sa8kulckaa6rohru1vnq336n,0,0,1,0,0
nb8go732bndmpst34i2vb63ddt,0,0,1,0,0
ncqp9ihc4ljkk0ku3j16ltr1mk,0,0,0,0,1
ned2e4odat4grp3hljtn1dv74t,0,0,1,0,0
nidpf2p3dre08hrms80l6s4r07,0,0,0,1,0
nkoa2dl20gbqn2vrse8rol2vr6,1,0,0,0,0
nojpme777coksiq64cb8142cij,0,0,1,0,0
ntq39vmdijl66047lvvr8qeuh8,1,0,0,0,0
nvmlnfhs5v6hehsd81e9mf75cn,0,1,0,0,0
o1592k96pcf168anr3cahqlmo5,1,0,0,0,0
o2dutldgeigipiq4cd4t69mgr7,0,0,1,0,0
o6uujmtvvdkacotcvuq6726pmi,0,0,1,0,0
oefj652iolkub646m3bu8p1fq1,0,0,1,0,0
of88tio3m86e4l7568su0i4ui5,0,0,1,0,0
off3tpqvmr2v6sndat4d5v6p28,1,0,0,0,0
ofq2s5jou43oeoe4g0ug7lagth,0,0,1,0,0
ogi1pgmr0qumtrcff44ioga1be,1,0,0,0,0
ognvhdn35j9b11cnclf6ej5gsj,1,0,0,0,0
oi1lr6ejccf45a4uel0npm9fv4,0,0,0,1,0
omr3d5pcem5dvhkq4mofqi95p9,1,0,0,0,0
oofgc9mb4le54lelfes0lkg7pa,0,0,1,0,0
ooi399crjvu4fv4q02i1gk2pld,0,0,1,0,0
opvneus7go8e778gr48obumad4,0,0,1,0,0
oq11t11ns4t2gj9cdnl10da80s,0,0,1,0,1
os9be9s5er1ud8569gm26htp0j,1,0,0,0,0
p23n9e7fgc16bbf1s0l2dvbjb6,0,0,0,1,0
p3ouvh8qhvglps9kgn737mr3q4,0,0,0,1,0
p5keafiscisucgq2tut00s0s7l,0,0,1,0,0
p7g6ccuqqfum0pbfk5q82nhnam,0,0,1,0,0
p8dfknpol8hhhn8a1m7nma4o71,0,0,1,0,0
p9rb949jj3aci28mne75opl41i,0,0,0,1,0
pac95vjmfd9ppc377csnrt8f3a,0,0,0,0,1
par53k0fasa7h2uflvqs9dph26,1,0,0,0,0
pbml0l0h4revrv7buomn2r48pi,0,0,0,1,0
pccj98vh9qtplf14oejps74daf,0,1,0,0,0
pf7tnis955pq27n6sibk32d87k,1,0,0,0,0
pfp1r64gufu52bgl6cddpio0a2,0,0,1,0,0
pg2b3a3g23i6na799pq3h8ek1h,0,0,1,0,0
pgnhcqhsrjq593qi64f3e1mdju,0,0,1,0,0
pjh2clpmj98l7mlou0rsernk9u,0,1,0,0,0
pk9p4i56cb118chl5f5n65had1,0,0,1,0,0
plqae11g5bqqbslgcol5optt17,0,0,1,0,0
pmb5bepkpun1v95n8rveof9ee0,1,0,0,0,0
pmta0v6c1d9aglgmlf60cljj9h,0,1,0,0,0
psf00pb83ao7pp4jtgtisddl9u,0,0,1,0,0
pu045tt0313p6t1k6g78ggjop3,0,1,0,0,0
pu2qjl34067dmgmfehqhsdo88h,0,1,0,0,0
pv89k1oprp9a4c01v0u2po4sab,0,0,1,0,0
pvkqfvdopap7c1e9hrdeakkq8u,1,0,0,0,0
q1o0qkqsoj68iu46sk9t89a8uu,0,0,1,0,0
q2kp94bt0rcv9b356cqsc3jca3,1,0,0,0,0
q65jm6jihcr4i61hice7tl7qcb,0,1,0,0,0
q7784rh4612si6454op6l8u8vq,0,0,0,1,0
q7cncf2c9icjrtpuhsf896j3u7,0,1,0,0,0
q80o426gl01opbf2ve05c36c4u,0,1,0,0,0
q8ljo3ek8k2ll6p1h4n2a6ephn,1,0,0,0,0
q8qrhifod86c8nf2n9t6uqsr0p,0,0,0,0,1
q9ebqjoa4ni6shhp702u8eg2v2,1,0,1,0,0
qb9nte3m02m5iennt4e7mg7caf,1,0,0,0,0
qce4mdhafthbeeljaia46hie8o,0,1,0,0,0
qd5flhhi6gq7bf2qvjj8jkc2fo,0,0,1,0,0
qdnoqn2ulpp7staf7u1pfv4g49,1,0,0,0,0
qe370ks533bvqh8n9ra33968bn,1,0,0,0,0
qekb8l6o5qq9214i0vlpi5cmti,0,0,1,0,0
qg5jilensjo45f7koo4cvrouqn,1,0,0,0,0
qin480b2uihek2qocc135j70fs,0,0,1,0,0
qlgu4hfptc004osevv48p07oj3,1,0,0,0,0
qqvn22bkui88d086v1pnp37cus,1,0,0,0,0
qtahmnoset660c0ekqkrhvhmvm,0,0,0,0,1
qur2rjfuop46r89eoifcj6onod,1,0,0,0,0
qv00vt6spg157dg8ro7cbt2p43,1,0,0,0,0
r0e98rtqr6192k5b8gl4ndlmha,0,0,1,0,0
r3c01sgu9adcjlda1lsbfpce49,0,0,0,0,1
r4qbc8d0f23m1oi2jeplnl7k3q,1,0,0,0,0
r8d9u4g82re29ptdde19fpp4v8,0,0,0,0,1
r923k2otqno88m0de8d9bharc2,0,0,1,0,0
r986sph7484e1vvord75e81q6f,0,0,0,1,0
r9uf7f3fpiekosg8m33hcuqt79,0,0,0,1,0
rdhrcgmo18lq0vr3m840ddgo21,0,0,0,0,1
rdrkop6n2o5qgtbpm4o4as05mu,1,0,0,0,0
rfvugmk87jtlaiilouut5sdm32,0,0,0,1,0
rg3bmjunhcksnch3utt3ruedvi,1,0,0,0,0
rgt513e3eh2uoq34fvpvo50pf6,0,0,1,0,0
rh5fn2njcglhb2avkv30id017u,1,0,1,0,0
rn9ua6kjssv61di6cud5a4uk9n,0,0,0,1,0
rpfu606etvajji75o9a62sr0go,1,0,0,0,0
rr07fpg8dl1ha6d8g8c99pd4kk,0,0,1,0,0
rr5dmh22u1a45um5tc0n8m20kd,0,0,1,0,0
rrfi384f5fj7qouphcasrdgitg,1,0,0,0,0
rs3pm69ahuvtr55nh39d8t9m0q,0,1,0,0,0
rtp18qghc0uf5qimp6rfthq3jl,0,0,1,0,0
rub9gsleatju654rbt8qfihpjo,0,0,1,0,0
s07af6jn35uipvfnkj6hpglsl9,1,0,0,0,0
s1ebp3qssmm2tkn9pnp66tjom1,1,0,0,0,0
s22ulplav9a7svordh7cc4olt7,1,0,0,0,0
s4itu9pg46e3pnb700mqbqetra,0,1,0,0,0
s558jfek7a33mgjkn9c8bkgjeb,0,1,0,0,0
s6ue7sbdb5bphs1phjhtu44abk,0,0,0,1,0
s74076j0vtua7ct0fkej7ehmt8,0,1,0,1,0
s81eaolu1qk6vckv5vvgqbg4se,0,0,0,0,1
sbrmmsorp8ijmhg8ai8r6ri49n,0,0,1,0,0
scep2a1a2l1tjoc5dqlche5mqq,1,0,0,0,0
sd8qtd5qblkhbiq3el51h7p58q,1,0,0,0,0
sdum2h47k57i17al0j3cuv6fhu,0,0,1,0,0
se6tdqu752aqh6e17t75jvilqu,0,1,0,0,0
seh4sf3qbn4bj0c6bcnjnpc1gm,1,0,0,0,0
sejrttfd3065bs0v3qgta1ue88,0,0,0,0,1
sfedmcunjsggu1piohh2a02a81,0,1,0,0,0
sfhla3ba8au3uncr3k687c8e55,0,0,1,0,0
sh20917n2lp4h8hsm2a5t6vuqa,0,0,0,1,0
sh4mk6br2rlo4al4edpaq3inoa,0,0,0,1,0
si7usj6t28v0ftdul1j99j5g8t,0,0,1,0,0
sj9tpi8eghe206ohaffcht92h4,0,1,0,0,0
sjfvagsre8ji4h8upib9o466et,0,0,1,0,0
sjr20ddno9sftolk2ofmqoskmf,1,0,0,0,0
smjle8311adgengdcgqfh70ua0,1,0,0,0,0
snh8o5pkj60d0kp1hjeqm1hu15,0,0,1,0,0
sntut89u165hiclvp7dkplmlcf,0,0,0,0,1
sopfl84p8tedp3pg82595v3um8,1,0,0,0,0
spilsj4hrtrhrga78ml3kr26la,1,0,0,0,0
sq4m5q447bh71ls0guhpua2vmr,1,0,0,0,0
sq6gghu3613fgq6t6h9bcr80ie,1,0,0,0,0
sqgp91m7bngarqqihg69v490e7,0,1,0,0,0
ss0e28413uif2hd88q186t7tj8,0,0,1,0,0
stmp56sl899fs8ev99pk7nfuvv,0,0,0,1,0
stufhiktcb2o7spcg4sc1ufi82,0,0,1,0,0
surtd19ghcuqlnb15f3cgikoq6,0,0,0,1,0
t1eo5hqdtq21m7t0gulu2henl0,0,0,0,1,0
t1f1vpoq5bviuguflv3c7r1m1i,0,1,0,0,0
t28k90eo6l3k3idcdvulqnj5v4,1,0,1,0,0
t2f4beuendeiprugkeoks17kqv,0,0,0,1,0
t3so1hoe1lgdsm1b18pml4ou67,0,0,1,0,0
t5at6e9e2rorsq2b02760ceoku,1,0,0,0,0
t6h2nm44688se8cf4c0934l6qb,0,0,1,0,0
t7573jdbiaqinp6il8lj4cmq0o,0,1,0,0,0
t8f9bu34vogoj5kisdk61hp83n,1,0,0,0,0
t8r8i1gfvjj6vtbe2q8nala94c,0,0,0,1,0
t9k1lcjubt6b04dv3uus8ili4j,0,1,0,0,0
t9ndgsaousi17rpa3gktms4fsr,0,0,0,0,1
tccmnubp332iu6jflr59suno5t,0,0,1,0,0
tdm49rlqprtglqndl74j4cekj0,1,0,0,0,0
tes9ba915l9f7e3i12vdgj7bte,1,0,0,0,0
tfqlrm6knitedm4alt4c0cuvr0,1,0,0,0,0
tgjeh5ae9h3v4vmds3oemkq48n,1,0,0,0,0
tl2je8q2l4malkodn4inhd4n5o,0,0,1,0,0
tloh2a4t9e4njmje1hid5gjgsa,0,0,1,0,0
toak9a9cb4mgdutepbj0qbvt37,0,0,0,0,1
toev2ckdu2lej3tduq92vrkjdt,0,0,1,0,0
tpopok2jdsm81rbm3ar7pkj1ak,0,1,0,0,0
tppc7d6niqt6vkt489cphu55dp,0,0,1,0,0
tqrlpkilcautmkh72gt9vnonhk,1,0,0,0,0
tr49as2b6usmesqvnee1l25rpk,1,0,0,0,0
tr5fbeta11pirki760fvndcfmb,1,0,0,0,0
trga4mrvjvogdgoi9vrqkmi92j,1,0,0,0,0
ts4gvk541fole1uj2sd38kqpcm,0,0,1,0,0
tuj638u2p0m3kosnv3mubq7r1f,0,0,0,1,0
u1t0tjb9v5dna5vbatsn8upbbo,0,0,1,0,0
u4hgvjvkej7fj006vikof3a2vb,0,1,0,0,0
u50bckimf1irqshqir6leujcd7,0,0,0,1,0
u5co8igfher6a7v5gvrg14nrcf,0,0,1,0,0
u6rj19l797n5lnvk6qlunbmp8a,1,0,0,0,0
u7p3p3putpsnn54hsbc6okq3vg,0,0,0,0,1
u86k3ilcujog70qt5k0vvllhge,0,1,0,0,0
u89p7qigo3rvvgm0vgs06hk8sc,1,0,0,0,0
u8qol5a9jgqhlmucgtu8a6sd55,0,0,0,1,0
u8t6obfjabd8m1ee8fmpvphsc0,0,0,1,0,0
uahge8n75dd7aguqnt1bs0f8kd,1,0,0,0,0
ucc610tt08foih9ed0u0hl2urh,0,1,0,0,0
udn452le5ogkhjhfsremal3bkk,0,0,0,0,1
ufaj0lbcmqa0l022l9jan5n87l,0,0,0,1,0
ughg8a2grt5bm8pih1b1n40lt5,0,0,0,1,0
uhf23oovvspj8f789efheus9rt,1,0,0,0,0
uk2rt8k37hf4v8sogabdk01tua,1,0,0,0,0
ukusu8ahnf4sr71vcctcjk9qba,0,0,0,1,0
unb2o9renu51sve3i0kqi604th,0,1,0,0,0
uojjl06k7ee9lk3pc48ppaan0a,1,0,0,0,0
upgqfre5gn72uks220ag27idir,0,0,0,1,0
upqaiodm0qui7lh5plpf2rsgfc,0,0,1,0,0
uqhd4i1019lcou4b0s1l1vdq87,0,0,1,0,0
uu8g3umhdi5aiibsrksskgkiav,0,0,1,0,0
uua1uaccgs16aemnutnhohpp0v,0,0,0,1,0
uum8gb1r189cdke60cacrnonul,0,0,1,0,0
uuptnm17glt6pd240rdeho5ke0,0,0,0,1,0
v1anlmpl7qj59jjbvr9o1cfdga,0,0,0,1,0
v1n897ru2ce8tptap3kb9848q7,0,0,1,0,0
v23rfeffhu8tnkj029mv5angtg,1,0,0,0,0
v3hbnujku5f0bm2mmbjqrr9rg8,1,0,0,0,0
v5tjg81181jr1tj684qa363p41,0,0,0,0,1
v6g56j1moj87j95r7n37hjcjqa,1,0,0,0,0
v771lrk33jh7op61idi1dehaqa,0,0,1,0,0
v7qok0dv5ekcaoefquadgka6me,0,0,0,1,0
v9jf53j6tf8mfrvn2mnmut46g9,0,0,0,1,0
va6f8jsmvsjbclasd4rb4357qn,0,1,0,0,0
vbkgr0r0pcvu28i2q3ie6lbq9q,1,0,0,0,0
vbmbg6ejpdtf9ttpnd227e416f,1,0,0,0,0
vesce05eka45pdoucmgeitgov9,0,0,1,0,0
vf1geep6fp5v2i7111mp1akod2,1,0,0,0,0
vfbg2ohita6de0m330eua19uqt,0,1,0,0,0
vfjlv1ioacr3n28o6rucf7lkmm,0,0,1,0,0
viq1vmgres2bhnholc4p3a76lh,1,0,0,0,0
vk2q8chnhptdkk8o8hnitlfrl4,0,0,0,1,0
vklod2mbntvm2ov1d5fk9834i6,1,0,0,0,0
vllcsfvm4m4b6559eckqpg3mvq,1,0,0,0,0
vmgkfqtair7fq7kqqr6kpqm9st,0,0,1,0,0
vofhhjsbkpj6kc9it95e76nu1a,1,1,0,0,0
vopb1c4o3o2dpsov8jinbbou5h,0,0,1,0,0
vpem37eakuh12eqj9nb99cpk98,0,0,0,1,0
vqdvioip730lq32umqa85ikehl,0,0,0,0,1
vqrt3maidth9lr4df2egocd88g,1,0,0,0,0
vtcjrbtjq57mnai4banl61pd25,1,1,0,0,0
vu3fio88psda005g91fbjona0v,0,0,1,0,0
vuejdbf9g64agugq93tfekha8j,0,0,0,1,0
