Session_ID,session_duration,request_count,time_afternoon,time_evening,time_morning,time_night,time_wee_hours
dft8qvdauujqen81pdjev9po2o,1223.0,1326,0,0,1326,0,0
dhn1bd8uiaa3qnajsd3vg6kgc3,214.0,246,0,0,246,0,0
djtvhvvtqtj6v5ganfrvre7094,254.0,279,279,0,0,0,0
dne20ji4gjh7i5k19nueps0biu,102.0,134,134,0,0,0,0
dp87e0dcv2hm9opt9qqkjugi92,17.0,26,0,0,0,0,26
dplgo3sid3ccoh1p28kt7oal82,25.0,54,54,0,0,0,0
dpmpsl8ejt2b9e49o7ulf939f7,324.0,351,0,0,0,351,0
dpo8vpnhg6ca53pj9di78t9513,263.0,171,171,0,0,0,0
dpt66d4mu55mfh94hban355h18,77.0,111,0,0,111,0,0
dr09rk5eagjuu87gedvdqmq3gl,253.0,184,0,184,0,0,0
drqump4j37osof75tituohlhtk,372.0,233,0,0,0,0,233
dtm7bbi1ss4amp6ted7imor964,32.0,65,0,65,0,0,0
dtovhiq1irov1bbn82d6uaqjkr,372.0,250,0,0,0,250,0
dtte64c3b0pc9n7nr1nm179kt1,8.0,11,0,0,11,0,0
dufvrtn3u77g2pc3hc6to751ld,318.0,355,355,0,0,0,0
e0d54kstbj2pvv6qvr976476op,370.0,241,0,0,0,241,0
e6gudnuuemb1m5k727006diuuq,32.0,65,0,0,0,65,0
e7i1hudnqbm6kqnah699qbek4m,25.0,34,34,0,0,0,0
e8jmubonei35n62lcbcj9h2t8f,4536.0,4535,0,4535,0,0,0
ea6o9mrlbajljrpf2s0rgb58g2,114.0,148,0,0,148,0,0
eaco6jibk68tptehc26jin808r,206.0,229,229,0,0,0,0
eb755astnc2v6cch658lgfrhfh,288.0,219,0,0,0,219,0
ebas262pt4detu2qrnao3ms6g3,31.0,52,0,0,52,0,0
ebnjc41jpisf779951hm4okh7p,188.0,130,130,0,0,0,0
edeshbkv1db1cllm5gipdkkklo,304.0,333,333,0,0,0,0
edf3nbd2agsd9js7ursttbmnls,158.0,114,0,0,0,114,0
ee08lt86nhiiffr0pmc5b127tt,282.0,193,0,0,0,0,193
eea0f7tis6b1ofoe8gqcs1nb54,32.0,65,0,0,0,65,0
efv4a0sofko479l05cmopqs3ml,182.0,202,0,202,0,0,0
ei15k59g1d79phsjoos1i12d30,345.0,233,0,0,0,233,0
ekgb1bqqcjo0i087koh3cqo2nr,449.0,486,0,486,0,0,0
elrsng5u5rasfrr7j91ad8dmgl,79.0,102,0,0,102,0,0
eoj0v25cg7p78ojpr26s9tea94,216.0,166,166,0,0,0,0
eojfrtvrp3d9tbsv570shra6ck,390.0,422,0,0,0,422,0
epkng315sbnblftuspjvd4sbbj,49.0,100,0,0,100,0,0
ermoth088r1kr5d5d3cqjlalqa,4.0,10,0,0,10,0,0
etn6pa3m0ge0k9arhbqbk697bp,4.0,9,9,0,0,0,0
etqkn9r76ak4hsapgckaq1hhvm,49.0,102,0,0,102,0,0
euj4q1fvb0h7sgca0ngnkb88gs,194.0,150,150,0,0,0,0
ev7egii8jia9kq6jfcvp3ccego,143.0,178,0,0,178,0,0
f0prqiag90373knljtlksmsp9g,218.0,248,0,0,0,248,0
f76c77gidobkhj3onqhf4s3n4d,33.0,65,65,0,0,0,0
f8mmn03rdoojfjb50ma70ii8pg,1196.0,1195,0,1195,0,0,0
f8vvptugepi32i09gotgtjb50d,0.0,1,0,1,0,0,0
f9gd6pgmkcgvpb3lfnmr1rp86k,88.0,117,117,0,0,0,0
fas9mgeiptj5suoafcgt3cb6a6,93.0,127,0,0,127,0,0
fbg765mj84vj3htic0b4dq1n3r,61.0,89,0,0,89,0,0
fc5gps8fqlfqk15jevt6s2jf9n,55.0,81,0,0,81,0,0
fhiu23ij9g1dlfl0rrq5vr8ofa,274.0,180,0,0,0,0,180
fhob1hm9t3bm6ea9fm9fppec77,6106.0,2494,2494,0,0,0,0
fnfnrgeld9b5gltnk0l910b7hp,143.0,108,0,108,0,0,0
fo6m1rcfdn34q1l8ch8h5tpn9l,141.0,165,165,0,0,0,0
foe78l2si3v0pbi9u3v9nhrgq3,105.0,127,0,0,127,0,0
fqf1qhnskah73laqhn8vaf3rfm,20.0,53,53,0,0,0,0
frtjedek895v147inuk52afh9v,0.0,1,0,0,0,0,1
fsjvbae9a6rr1ka25ldsvbdtuu,192.0,143,143,0,0,0,0
fsnt8h9aa411ltni8e4ang4vhs,114.0,137,0,0,137,0,0
ft8u3nl9jdblj7li54daecevaq,163.0,184,0,184,0,0,0
funl6b42rjdgtlcmoviv6alomi,215.0,236,0,236,0,0,0
g0tasn4quqqhmjj1cvsj5skoif,85425.0,2638,0,0,2638,0,0
g150gc5ebqqebuj9u1rmjmdkg5,131.0,168,0,0,168,0,0
g2gh9qmk9krld14h5uojlg7g10,336.0,212,0,0,212,0,0
g6c743l75fivr6eeqb8lgi5u41,130.0,152,0,152,0,0,0
g6qvdvs8dvcr93euju3r3u2clg,76.0,78,78,0,0,0,0
g78cgc2minsta2tcg6hq9dvdg2,282.0,190,0,0,0,0,190
g7hkch1qhb40st6ahs0koe4cml,358.0,237,0,0,0,237,0
g7q3oi1lvdqbljh6ili0al2co9,252.0,277,277,0,0,0,0
g7v2e1jd1n4d06b3o6d72eckh1,261.0,297,0,0,297,0,0
gdgkjv2q26qm9bla312nld988n,14.0,15,0,0,15,0,0
ge787tj6erl5q3dnclfvdsqkbd,8.0,25,0,0,25,0,0
gfdhriv71s2e4co6clm2sf5cbf,134.0,173,0,0,173,0,0
ggik7ranc9tpounf2576ulu1pf,64.0,39,0,0,0,39,0
ggkoae2me51q02ro3ren47rs9n,200.0,230,0,0,230,0,0
gh1545klvvn6sdmmv8ntfjtpsj,62.0,82,0,0,82,0,0
gh9s7753br49h4c8g669fucshp,274.0,188,0,0,0,188,0
gk81vt5nc7jnrd0nvgf7shli3f,466.0,307,0,0,0,307,0
gn2klnvoilbfoihm2s1juh2ij2,980.0,4349,0,0,4349,0,0
gpdgqpd8hjc63a5ebcn2qrdf06,467.0,292,0,0,0,0,292
gq715ms79515gcq39vf91mli6t,225.0,309,0,309,0,0,0
gqcjo921gf4ddu9u486h8t2f5l,9.0,28,0,0,28,0,0
grbvlqd7u4foh99hguga49f0fg,152.0,177,0,0,177,0,0
gsd3nedjgf2f0bmitnttcsi2er,82.0,48,48,0,0,0,0
gsflh76i02fd9bk92ifa8jnc7b,6.0,20,0,0,20,0,0
gsqncecv3qqfj2rqj1tji3j4d9,10.0,12,12,0,0,0,0
gt6ccjle54o9oqntbbt3vci5pa,1150.0,1196,1196,0,0,0,0
h2jo3uq1om8vp81nopaa17kegu,240.0,274,274,0,0,0,0
h2jq34f4g7icu2s7h4lgd6btj3,343.0,378,378,0,0,0,0
h6kek9u7g8sjqhdu2jr9fg6s5h,936.0,2534,0,2534,0,0,0
h9gaeo351pqnmpu055ot9s5mtd,94.0,93,93,0,0,0,0
h9iog4f2a26totqf6smndci6bs,3.0,4,0,0,4,0,0
hahdsuj7fgsont1nmi7neiljo3,30.0,63,63,0,0,0,0
hctlni7i4rclegm7bs6afhs16h,133.0,156,0,0,156,0,0
he1pltpfa23hqun31ciub3ksmo,171.0,193,0,193,0,0,0
heooocaj90nj4usab96vr0t8bo,114.0,128,128,0,0,0,0
hjagioo7ckqbdrl0ssivbte57q,372.0,244,0,0,0,244,0
hkarq9tbvs7j14u8v4bcj814tk,8.0,20,0,0,20,0,0
hq306mp6dvnclg7plqla9a8oe1,103.0,129,0,129,0,0,0
hr9t5fv365o0t7f26ilhe2rc8j,152.0,182,0,0,182,0,0
hrbko2t4t14q3pahqltndlolb5,304.0,222,0,222,0,0,0
hretqun6idgv9pbr91ufn8pge6,314.0,216,0,0,0,216,0
hs62n8oguaemh0k12m9434sr20,381.0,247,247,0,0,0,0
htodnmm7tjpihgeuqk64c0gjes,316.0,218,0,218,0,0,0
hujnm9166tof0hmoeid55a996n,294.0,187,0,0,0,187,0
hv911a12gbfif0squf2mli3oe1,5283.0,2668,0,0,2668,0,0
hvtn2cbbipcjc88sjuuq7k0br2,144.0,114,114,0,0,0,0
i1amp3mrqeufq0clj26kn6kco6,113.0,93,0,93,0,0,0
i2q4kdikj02dm9lvavtkaestg2,121.0,145,0,145,0,0,0
i48q4ssfv5tk615amqb3ikphql,103.0,135,0,0,135,0,0
i49goovgc8d214dbipv8o6504l,417.0,272,0,0,272,0,0
i4bgdstv07o3mdh655ohgqssin,60.0,81,0,0,81,0,0
i54vr6i7vikgq6kp7o8prcchip,46.0,72,0,0,72,0,0
i56202ejgd4kmohsll917rfkpd,127.0,151,0,0,151,0,0
i6io829o6v8o8r5bo6tgoc903p,6947.0,3263,0,0,3263,0,0
i7kmtdu6no2thkq8drg4r2ilie,40.0,45,0,0,0,45,0
i88813la3hv9tvhl0np861dtfa,3.0,10,0,0,10,0,0
ia9s4av1gau9r2e17bi4kdpr2m,71.0,99,0,0,99,0,0
iae9nd0n4lmdfntp4ib72dt4fh,322.0,201,0,201,0,0,0
ibf972u5q4vlvvev54goetuber,906.0,992,0,992,0,0,0
icjl2m9q6satjga38pfqqnmjl8,204.0,146,0,146,0,0,0
ietvvqnp1uipfkgc8kgd09ujb6,27.0,58,0,0,58,0,0
if6sd7i56fpr2k4fcu22hcpjin,172.0,198,198,0,0,0,0
igbeqcjnbst8afmoi4sg6tn669,269.0,188,0,0,188,0,0
igirlpfg3oft6i3dl8ah549gqi,528.0,319,0,0,319,0,0
ih6epc7qm8aubllr3d4dhctqso,336.0,226,0,0,0,226,0
ii4dosupqt4958ru71845a0hso,126.0,154,0,0,154,0,0
iisk9j1h1c6o2etcrctuohltt9,354.0,235,0,0,0,58,177
ik3l1becqi206cta488uu7c7m7,35.0,65,65,0,0,0,0
ikchggsmhgkjur8n2t4f0c75uh,960.0,987,0,0,987,0,0
ikrmivc56op6locohdc2shs3v3,206.0,235,235,0,0,0,0
ikrs0ssfifs59f9mlcq9a8qj2n,351.0,228,0,0,0,228,0
imgld2d8lq8ugjvfur481ofr2n,181.0,141,0,141,0,0,0
iq6lsdg74fvqm528shi8kb7e1d,9.0,13,0,0,0,13,0
iqn8hsc70v29r5815sv642aeh0,341.0,226,0,0,0,226,0
isiekn2h40prbuarp6bmi4tui3,422.0,278,0,0,0,278,0
itltb3mfbii9h9ikttfqkc3ca2,15.0,26,0,0,0,0,26
iugft3rvfcldeefq4dfbl6vko6,181.0,212,0,0,212,0,0
j09afvs25gdij4vebr11kt9gpr,238.0,156,156,0,0,0,0
j0ltf13ceqtklcioguthcuj0rn,1584.0,799,799,0,0,0,0
j1bgobvbjbfckjsi7uau5tfp1s,373.0,239,0,0,0,239,0
j2q3t0kjsajvculauug5s903cd,130.0,98,98,0,0,0,0
j305v6gg71vcjp9cjdgf7bvnnq,165.0,196,0,0,196,0,0
j5q0rc8234mif6jlcbff7tmhsk,156.0,184,0,0,184,0,0
j732r4nonn5d5q37e9u2g9hr11,265.0,203,0,203,0,0,0
j8e0t5t4nnr92fupp8rh18ihkq,1371.0,1415,0,0,1415,0,0
j9b7c6ilojfpbhl0nbti3cqfi1,334.0,217,0,0,0,217,0
j9cljd6f2f9lmo7ce5uht8pdpt,491.0,307,307,0,0,0,0
jbgvn29afrbe34d1tjjmkovmvo,35.0,65,0,65,0,0,0
jdvmnfhtlr1rrga9g4148mr16s,134.0,158,0,0,0,158,0
jem57j0s9bisf3rankqdkqq10i,54.0,98,0,0,98,0,0
jepk2lqaj5t5jitmkmpdjqbcsq,383.0,414,0,0,0,414,0
jf8u319v8fe7pqp2vflu4nlj40,173.0,197,0,0,197,0,0
jfmilo33fin84baeh3k6bcnh3v,181.0,148,148,0,0,0,0
jgud4pu6klbeel0e9nn551i9ib,480.0,517,0,517,0,0,0
jh9bs45mauu7v1mfl3et8i77hk,199.0,226,226,0,0,0,0
jij3srivs9gtodv0tcv3rim8dt,6209.0,3152,0,0,0,3152,0
jij714b81gib6j0edvr6qv9u8n,142.0,100,0,100,0,0,0
jimd0j115fjodk0qn9bp6cmsd0,10.0,12,12,0,0,0,0
jpbeofacs0492d9vi9r726urr7,213.0,249,0,0,249,0,0
jq81oksgh36g25rlv3rmulr6ve,170.0,201,0,0,201,0,0
jql33afvhnt7790b17tvvcn87d,285.0,314,0,314,0,0,0
jrrvothv142fn0a4gg4a18a31i,26.0,20,20,0,0,0,0
js47oan5tk8j0resvhl9qer7lj,97.0,120,0,0,120,0,0
jv0ep8f81ek5v6ofijqjn3cf3h,134.0,171,0,0,171,0,0
k00lp4ik0epelb6b63mbdev8a2,134.0,156,156,0,0,0,0
k0371k7nj5dqmfg9fllmll59sn,126.0,100,100,0,0,0,0
k05ut8rvm798ab7pgnolv2st1f,368.0,238,0,0,0,238,0
k06kjee5sc5bs961fvll13ase1,450.0,290,0,0,0,0,290
k0lmsmgdnlrmttlg6qpnilufp2,593.0,308,308,0,0,0,0
k3p6gqomoabnp2k5malilpec9e,456.0,491,0,0,0,491,0
k43vs9a9svdetkit6uovpb6th1,15.0,12,12,0,0,0,0
k5pg7u2907cb9nk61dd8i15fm2,182.0,257,0,0,0,257,0
k6e6fem4qek1jn58vujbrinfge,136.0,164,0,0,164,0,0
k6p4e7hilkldr6su9hdu6euqi1,4.0,16,0,0,16,0,0
k7q0tctsbbbhju48ql35fipt7b,375.0,246,0,0,0,246,0
kaodsjbnqm7umgfvao63d3rihb,484.0,298,0,0,298,0,0
kcjcrt2p6t6vi19so38e7audcb,351.0,228,0,0,0,228,0
kd4h7t2e50hpl0uv1pdbcsoe4n,196.0,142,142,0,0,0,0
keuiq0cv69c2afrg7rl1ar9dsj,32.0,70,70,0,0,0,0
kfe4jnjpk8sv38uh0cnmnhcglf,397.0,246,0,0,0,0,246
klm20skjqset2im1v8lk31m6hf,5.0,14,0,14,0,0,0
kn4jl5vb5fita9bo6cu1b6jrk8,526.0,315,72,0,243,0,0
koftcfkosigp4f2ibgfi0dm0co,1610.0,4193,0,1462,0,2731,0
kpedbnklnbmle61jm27kmfnkoh,332.0,213,0,0,0,213,0
kph5igjl88pqeoa3ghjdcsmket,28.0,40,40,0,0,0,0
kq259hljltf8cofepgru4e5nfr,135.0,103,0,103,0,0,0
ksho0o7olvo6iah5gjo6tinp3v,23.0,60,60,0,0,0,0
ktvnpmoa2vkkhe39b466k5717p,12335278.0,754,201,238,109,21,185
kvg5ag8sk3irhtl5dq7p4cl8ue,12.0,48,0,48,0,0,0
kvl5lnj0qae6k8o9spaaalti3e,267.0,164,164,0,0,0,0
l281lufhl0p948rr5o7mq7rhoi,118.0,101,101,0,0,0,0
l2gcmv2s4ov9p8n79g9034jf2j,134.0,166,0,0,166,0,0
l2tls9ukffib96g0uddp9k9c4m,124.0,99,0,99,0,0,0
l37rc0p4ont4j69ossmdekn9re,24.0,19,19,0,0,0,0
lainc2mec0jg4l7ko2itjv1v51,1497.0,755,755,0,0,0,0
lbpk1okd4btot9vqfjpsv2vl9n,68.0,82,82,0,0,0,0
lgm2m88i22v3fuljrkfdpp3h12,263.0,288,288,0,0,0,0
lh1vo5umn4d5igedhgc72ta772,115.0,93,0,93,0,0,0
lh6kl6i9tioe77fp8kgmb1de9m,1560.0,787,0,0,787,0,0
li1citv767lpesc2bt9c1eotbm,353.0,238,0,0,0,238,0
lmg6hik8gag0jugp27h6qpim4e,358.0,232,0,0,0,232,0
ln5iinme0hni1rh2cln76shhm2,2.0,8,8,0,0,0,0
lol3qmnm070bfiec7503joii19,134.0,100,0,100,0,0,0
lq3eurvqctj6th0d4i7fff11hn,22.0,28,28,0,0,0,0
lq8dub264g9l1e0ust78o4q9ui,33.0,64,64,0,0,0,0
lu2vabqtd7mhjirluaij1a6qcg,288.0,180,180,0,0,0,0
lukkp458sudl46nko5815kgut2,149.0,172,0,0,0,172,0
lv5nbfos801glb5c8m79kgon7r,335.0,219,0,0,0,219,0
m01ltdunc7d4tjuh0r8opr8c3k,359.0,215,215,0,0,0,0
m1e1mgb7hbmqovglk2rp4f7en9,162.0,128,128,0,0,0,0
m1rt858554qvald7e7pmrm1d8b,5983.0,3589,3589,0,0,0,0
m2d7pem8vph8npifco3ogcf8on,196.0,135,135,0,0,0,0
m53jq0p03vjq9ggef5fqamii89,173.0,122,122,0,0,0,0
m634porafkebq83n1ncv8fprkj,395.0,256,0,0,0,0,256
m69n9tg4qgmjvgi32kfqrvc7fe,345.0,378,378,0,0,0,0
m7cd9aev6os2phk0sdkse238l5,35.0,61,0,0,61,0,0
m8fe1qtn358dg2b1b6fingti39,67.0,96,0,0,96,0,0
mc9vvj20cc427d1vhl9aah593q,433.0,265,0,265,0,0,0
md58k6ejokrtefaghth7v1ghtu,329.0,360,0,0,0,360,0
mdeo4lt99fosg4pudmlamcf4ng,271.0,302,302,0,0,0,0
mgjd1l76a6rfo7kcfiofk428na,142.0,104,104,0,0,0,0
mgr9t6dlg6ldke41383v0fhq3q,96.0,125,0,0,125,0,0
mj7og8gp23omgkn21akfqrovp8,2.0,12,12,0,0,0,0
mk2oavmggeb3d3t0lsqar5fhts,530.0,316,0,0,316,0,0
mk7jdh4qi5dkquenuvef8qk855,386.0,247,247,0,0,0,0
ml4tnn1lkctli3fofonrj629qm,427.0,266,0,0,266,0,0
ml6u6ltsq0vhdsiqcbqnpbkh5k,1549.0,1564,0,0,1564,0,0
mld2vskicvoo3bvkk0fnjtuv7u,344.0,211,211,0,0,0,0
mlrcehe439iiene6e485tni66i,288.0,204,0,0,204,0,0
mnnl0t00i39d68sebkf3oa05k4,155.0,167,0,0,167,0,0
moqasnr56raoh1gq94vqlngt50,199.0,141,0,0,141,0,0
mpq0pfpkc127m4bti2cp71cqgg,95.0,120,0,0,120,0,0
ms3cf5h8obah9v5aqutt372t1h,67.0,88,0,0,88,0,0
mtilohhtbsshka38svllisk0am,15.0,18,0,0,18,0,0
mu18kf0qp9tuogrbrqj76n5i73,210.0,238,238,0,0,0,0
n1gg8so80f6j2puh8eepovtejl,1640.0,827,827,0,0,0,0
n3iph75f9dp0vk52lig8nk3n1c,454.0,492,0,0,0,492,0
n4sa8kulckaa6rohru1vnq336n,2210.0,2240,0,0,2240,0,0
nb8go732bndmpst34i2vb63ddt,169.0,200,0,0,200,0,0
ncqp9ihc4ljkk0ku3j16ltr1mk,408.0,248,0,0,0,0,248
ned2e4odat4grp3hljtn1dv74t,32.0,33,0,0,33,0,0
nidpf2p3dre08hrms80l6s4r07,377.0,248,0,0,0,248,0
nkoa2dl20gbqn2vrse8rol2vr6,184.0,137,137,0,0,0,0
nojpme777coksiq64cb8142cij,162.0,192,0,0,192,0,0
ntq39vmdijl66047lvvr8qeuh8,123.0,106,106,0,0,0,0
nvmlnfhs5v6hehsd81e9mf75cn,298.0,199,0,199,0,0,0
o1592k96pcf168anr3cahqlmo5,2.0,8,8,0,0,0,0
o2dutldgeigipiq4cd4t69mgr7,581.0,347,0,0,347,0,0
o6uujmtvvdkacotcvuq6726pmi,70.0,106,0,0,106,0,0
oefj652iolkub646m3bu8p1fq1,117.0,136,0,0,136,0,0
of88tio3m86e4l7568su0i4ui5,1029.0,1041,0,0,1041,0,0
off3tpqvmr2v6sndat4d5v6p28,158.0,184,184,0,0,0,0
ofq2s5jou43oeoe4g0ug7lagth,12.0,17,0,0,17,0,0
ogi1pgmr0qumtrcff44ioga1be,4.0,9,9,0,0,0,0
ognvhdn35j9b11cnclf6ej5gsj,290.0,206,206,0,0,0,0
oi1lr6ejccf45a4uel0npm9fv4,351.0,225,0,0,0,225,0
omr3d5pcem5dvhkq4mofqi95p9,28.0,61,61,0,0,0,0
oofgc9mb4le54lelfes0lkg7pa,137.0,169,0,0,169,0,0
ooi399crjvu4fv4q02i1gk2pld,107.0,130,0,0,130,0,0
opvneus7go8e778gr48obumad4,14.0,18,0,0,18,0,0
oq11t11ns4t2gj9cdnl10da80s,16230.0,3963,0,0,2325,0,1638
os9be9s5er1ud8569gm26htp0j,158.0,125,125,0,0,0,0
p23n9e7fgc16bbf1s0l2dvbjb6,380.0,243,0,0,0,243,0
p3ouvh8qhvglps9kgn737mr3q4,0.0,1,0,0,0,1,0
p5keafiscisucgq2tut00s0s7l,888.0,912,0,0,912,0,0
p7g6ccuqqfum0pbfk5q82nhnam,1505.0,1568,0,0,1568,0,0
p8dfknpol8hhhn8a1m7nma4o71,48.0,96,0,0,96,0,0
p9rb949jj3aci28mne75opl41i,210.0,158,0,0,0,158,0
pac95vjmfd9ppc377csnrt8f3a,524.0,322,0,0,0,0,322
par53k0fasa7h2uflvqs9dph26,24.0,23,23,0,0,0,0
pbml0l0h4revrv7buomn2r48pi,349.0,384,0,0,0,384,0
pccj98vh9qtplf14oejps74daf,154.0,112,0,112,0,0,0
pf7tnis955pq27n6sibk32d87k,330.0,204,204,0,0,0,0
pfp1r64gufu52bgl6cddpio0a2,96.0,121,0,0,121,0,0
pg2b3a3g23i6na799pq3h8ek1h,11.0,19,0,0,19,0,0
pgnhcqhsrjq593qi64f3e1mdju,88.0,114,0,0,114,0,0
pjh2clpmj98l7mlou0rsernk9u,165.0,115,0,115,0,0,0
pk9p4i56cb118chl5f5n65had1,517916.0,3647,0,0,3647,0,0
plqae11g5bqqbslgcol5optt17,125.0,144,0,0,144,0,0
pmb5bepkpun1v95n8rveof9ee0,530.0,323,323,0,0,0,0
pmta0v6c1d9aglgmlf60cljj9h,32.0,18,0,18,0,0,0
psf00pb83ao7pp4jtgtisddl9u,4.0,16,0,0,16,0,0
pu045tt0313p6t1k6g78ggjop3,121.0,142,0,142,0,0,0
pu2qjl34067dmgmfehqhsdo88h,222.0,246,0,246,0,0,0
pv89k1oprp9a4c01v0u2po4sab,187.0,214,0,0,214,0,0
pvkqfvdopap7c1e9hrdeakkq8u,292.0,187,187,0,0,0,0
q1o0qkqsoj68iu46sk9t89a8uu,14.0,33,0,0,33,0,0
q2kp94bt0rcv9b356cqsc3jca3,27.0,25,25,0,0,0,0
q65jm6jihcr4i61hice7tl7qcb,144.0,107,0,107,0,0,0
q7784rh4612si6454op6l8u8vq,367.0,227,0,0,0,227,0
q7cncf2c9icjrtpuhsf896j3u7,132.0,159,0,159,0,0,0
q80o426gl01opbf2ve05c36c4u,303.0,225,0,225,0,0,0
q8ljo3ek8k2ll6p1h4n2a6ephn,265.0,289,289,0,0,0,0
q8qrhifod86c8nf2n9t6uqsr0p,550.0,337,0,0,0,0,337
q9ebqjoa4ni6shhp702u8eg2v2,6719.0,1240,60,0,1180,0,0
qb9nte3m02m5iennt4e7mg7caf,282.0,205,205,0,0,0,0
qce4mdhafthbeeljaia46hie8o,164.0,185,0,185,0,0,0
qd5flhhi6gq7bf2qvjj8jkc2fo,29.0,58,0,0,58,0,0
qdnoqn2ulpp7staf7u1pfv4g49,102.0,130,130,0,0,0,0
qe370ks533bvqh8n9ra33968bn,196.0,155,155,0,0,0,0
qekb8l6o5qq9214i0vlpi5cmti,119.0,158,0,0,158,0,0
qg5jilensjo45f7koo4cvrouqn,163.0,154,154,0,0,0,0
qin480b2uihek2qocc135j70fs,120.0,156,0,0,156,0,0
qlgu4hfptc004osevv48p07oj3,381.0,241,241,0,0,0,0
qqvn22bkui88d086v1pnp37cus,361.0,230,230,0,0,0,0
qtahmnoset660c0ekqkrhvhmvm,306.0,201,0,0,0,0,201
qur2rjfuop46r89eoifcj6onod,7.0,10,10,0,0,0,0
qv00vt6spg157dg8ro7cbt2p43,347.0,386,386,0,0,0,0
r0e98rtqr6192k5b8gl4ndlmha,183.0,141,0,0,141,0,0
r3c01sgu9adcjlda1lsbfpce49,311.0,202,0,0,0,0,202
r4qbc8d0f23m1oi2jeplnl7k3q,103.0,93,93,0,0,0,0
r8d9u4g82re29ptdde19fpp4v8,520.0,320,0,0,0,0,320
r923k2otqno88m0de8d9bharc2,0.0,1,0,0,1,0,0
r986sph7484e1vvord75e81q6f,382.0,243,0,0,0,243,0
r9uf7f3fpiekosg8m33hcuqt79,376.0,239,0,0,0,239,0
rdhrcgmo18lq0vr3m840ddgo21,450.0,287,0,0,0,0,287
rdrkop6n2o5qgtbpm4o4as05mu,96.0,82,82,0,0,0,0
rfvugmk87jtlaiilouut5sdm32,472.0,284,0,0,0,284,0
rg3bmjunhcksnch3utt3ruedvi,55.0,77,77,0,0,0,0
rgt513e3eh2uoq34fvpvo50pf6,211.0,245,0,0,245,0,0
rh5fn2njcglhb2avkv30id017u,1038.0,1107,414,0,693,0,0
rn9ua6kjssv61di6cud5a4uk9n,347.0,225,0,0,0,225,0
rpfu606etvajji75o9a62sr0go,4.0,9,9,0,0,0,0
rr07fpg8dl1ha6d8g8c99pd4kk,59.0,78,0,0,78,0,0
rr5dmh22u1a45um5tc0n8m20kd,28.0,34,0,0,34,0,0
rrfi384f5fj7qouphcasrdgitg,8.0,11,11,0,0,0,0
rs3pm69ahuvtr55nh39d8t9m0q,308.0,335,0,335,0,0,0
rtp18qghc0uf5qimp6rfthq3jl,105.0,141,0,0,141,0,0
rub9gsleatju654rbt8qfihpjo,44.0,63,0,0,63,0,0
s07af6jn35uipvfnkj6hpglsl9,200.0,131,131,0,0,0,0
s1ebp3qssmm2tkn9pnp66tjom1,1148.0,1206,1206,0,0,0,0
s22ulplav9a7svordh7cc4olt7,216.0,169,169,0,0,0,0
s4itu9pg46e3pnb700mqbqetra,135.0,103,0,103,0,0,0
s558jfek7a33mgjkn9c8bkgjeb,300.0,334,0,334,0,0,0
s6ue7sbdb5bphs1phjhtu44abk,341.0,225,0,0,0,225,0
s74076j0vtua7ct0fkej7ehmt8,309.0,193,0,136,0,57,0
s81eaolu1qk6vckv5vvgqbg4se,350.0,228,0,0,0,0,228
sbrmmsorp8ijmhg8ai8r6ri49n,42.0,65,0,0,65,0,0
scep2a1a2l1tjoc5dqlche5mqq,121.0,93,93,0,0,0,0
sd8qtd5qblkhbiq3el51h7p58q,186.0,152,152,0,0,0,0
sdum2h47k57i17al0j3cuv6fhu,30.0,59,0,0,59,0,0
se6tdqu752aqh6e17t75jvilqu,142.0,106,0,106,0,0,0
seh4sf3qbn4bj0c6bcnjnpc1gm,233.0,252,252,0,0,0,0
sejrttfd3065bs0v3qgta1ue88,298.0,183,0,0,0,0,183
sfedmcunjsggu1piohh2a02a81,23.0,49,0,49,0,0,0
sfhla3ba8au3uncr3k687c8e55,7961.0,1808,0,0,1808,0,0
sh20917n2lp4h8hsm2a5t6vuqa,512.0,325,0,0,0,325,0
sh4mk6br2rlo4al4edpaq3inoa,205.0,228,0,0,0,228,0
si7usj6t28v0ftdul1j99j5g8t,122.0,156,0,0,156,0,0
sj9tpi8eghe206ohaffcht92h4,146.0,107,0,107,0,0,0
sjfvagsre8ji4h8upib9o466et,4.0,16,0,0,16,0,0
sjr20ddno9sftolk2ofmqoskmf,268.0,181,181,0,0,0,0
smjle8311adgengdcgqfh70ua0,165.0,121,121,0,0,0,0
snh8o5pkj60d0kp1hjeqm1hu15,53.0,76,0,0,76,0,0
sntut89u165hiclvp7dkplmlcf,408.0,256,0,0,0,0,256
sopfl84p8tedp3pg82595v3um8,1620.0,817,817,0,0,0,0
spilsj4hrtrhrga78ml3kr26la,51.0,37,37,0,0,0,0
sq4m5q447bh71ls0guhpua2vmr,116.0,88,88,0,0,0,0
sq6gghu3613fgq6t6h9bcr80ie,195.0,137,137,0,0,0,0
sqgp91m7bngarqqihg69v490e7,372.0,410,0,410,0,0,0
ss0e28413uif2hd88q186t7tj8,441.0,284,0,0,284,0,0
stmp56sl899fs8ev99pk7nfuvv,194.0,217,0,0,0,217,0
stufhiktcb2o7spcg4sc1ufi82,50.0,84,0,0,84,0,0
surtd19ghcuqlnb15f3cgikoq6,207.0,233,0,0,0,233,0
t1eo5hqdtq21m7t0gulu2henl0,234.0,177,0,0,0,177,0
t1f1vpoq5bviuguflv3c7r1m1i,161.0,112,0,112,0,0,0
