session_id,clicks_count,durations,click_frequency
p9rb949jj3aci28mne75opl41i,13,209571,6.203148336363333e-05
pbml0l0h4revrv7buomn2r48pi,17,1606000344935,1.0585302832352782e-11
pf7tnis955pq27n6sibk32d87k,12,329027,3.647117105891006e-05
pfp1r64gufu52bgl6cddpio0a2,12,1606000089725,7.471979657270625e-12
pgnhcqhsrjq593qi64f3e1mdju,13,1606000079774,8.094644678865389e-12
plqae11g5bqqbslgcol5optt17,9,1606000118656,5.6039846420009954e-12
pmb5bepkpun1v95n8rveof9ee0,18,524160,3.434065934065934e-05
pu045tt0313p6t1k6g78ggjop3,10,1606000118373,6.226649603320552e-12
pu2qjl34067dmgmfehqhsdo88h,11,1606000219636,6.849314131783338e-12
pv89k1oprp9a4c01v0u2po4sab,15,1606000175869,9.339974070602802e-12
pvkqfvdopap7c1e9hrdeakkq8u,10,290847,3.43823384803694e-05
q7784rh4612si6454op6l8u8vq,9,365583,2.461821255364719e-05
q7cncf2c9icjrtpuhsf896j3u7,13,1606000129058,8.094644430461631e-12
q80o426gl01opbf2ve05c36c4u,15,301770,4.970673029128144e-05
q8ljo3ek8k2ll6p1h4n2a6ephn,12,1606000262250,7.47197885459125e-12
q9ebqjoa4ni6shhp702u8eg2v2,30,1595006714884,1.8808698245625763e-11
qb9nte3m02m5iennt4e7mg7caf,16,280260,5.708984514379505e-05
qce4mdhafthbeeljaia46hie8o,10,1606000159350,6.226649444447952e-12
qd5flhhi6gq7bf2qvjj8jkc2fo,14,1606000023315,8.717309960620123e-12
qe370ks533bvqh8n9ra33968bn,13,192459,6.754685413516645e-05
qekb8l6o5qq9214i0vlpi5cmti,20,1606000111124,1.245329926285154e-11
qg5jilensjo45f7koo4cvrouqn,16,162432,9.850275807722617e-05
qin480b2uihek2qocc135j70fs,20,1606000113907,1.2453299241271509e-11
qqvn22bkui88d086v1pnp37cus,14,358108,3.9094351424709864e-05
qv00vt6spg157dg8ro7cbt2p43,20,1606000345081,1.2453297448694685e-11
r0e98rtqr6192k5b8gl4ndlmha,11,181232,6.069568288161031e-05
r4qbc8d0f23m1oi2jeplnl7k3q,8,102785,7.783236853626502e-05
rdrkop6n2o5qgtbpm4o4as05mu,8,92100,8.686210640608035e-05
rfvugmk87jtlaiilouut5sdm32,9,470943,1.9110593001700843e-05
rg3bmjunhcksnch3utt3ruedvi,11,1606000042380,6.849314887749711e-12
rgt513e3eh2uoq34fvpvo50pf6,18,1606000204186,1.1207968687104425e-11
rh5fn2njcglhb2avkv30id017u,58,1595001028402,3.636361291760987e-11
rr07fpg8dl1ha6d8g8c99pd4kk,9,1606000048190,5.60398488788541e-12
rs3pm69ahuvtr55nh39d8t9m0q,13,1606000305483,8.094643541235372e-12
rtp18qghc0uf5qimp6rfthq3jl,20,1606000100041,1.2453299348791707e-11
rub9gsleatju654rbt8qfihpjo,9,1606000033493,5.6039849391691985e-12
s1ebp3qssmm2tkn9pnp66tjom1,54,1606001131106,3.362388665493154e-11
s22ulplav9a7svordh7cc4olt7,15,213273,7.033239087929556e-05
s558jfek7a33mgjkn9c8bkgjeb,19,1606000296898,1.1830632931200962e-11
s74076j0vtua7ct0fkej7ehmt8,8,307180,2.604336219805977e-05
sbrmmsorp8ijmhg8ai8r6ri49n,12,1606000034942,7.471979912150734e-12
scep2a1a2l1tjoc5dqlche5mqq,10,116260,8.60141063134354e-05
sd8qtd5qblkhbiq3el51h7p58q,14,183690,7.621536283956666e-05
sdum2h47k57i17al0j3cuv6fhu,13,1606000026260,8.09464494858943e-12
seh4sf3qbn4bj0c6bcnjnpc1gm,9,1606000230272,5.603984252527608e-12
sfhla3ba8au3uncr3k687c8e55,68,1606005638699,4.234107176303922e-11
sh4mk6br2rlo4al4edpaq3inoa,11,1606000202723,6.849314203914369e-12
si7usj6t28v0ftdul1j99j5g8t,19,1606000114842,1.1830634272320237e-11
sjr20ddno9sftolk2ofmqoskmf,13,267393,4.8617577872270406e-05
smjle8311adgengdcgqfh70ua0,11,162684,6.761574586314574e-05
snh8o5pkj60d0kp1hjeqm1hu15,11,1606000045874,6.8493148728483994e-12
sq6gghu3613fgq6t6h9bcr80ie,12,192191,6.243788731001972e-05
sqgp91m7bngarqqihg69v490e7,19,1606000370096,1.1830632391986472e-11
ss0e28413uif2hd88q186t7tj8,11,439940,2.5003409555848526e-05
stmp56sl899fs8ev99pk7nfuvv,11,1606000191355,6.849314252396931e-12
stufhiktcb2o7spcg4sc1ufi82,18,1606000046329,1.1207969788758386e-11
surtd19ghcuqlnb15f3cgikoq6,13,1606000204188,8.09464405178756e-12
t1eo5hqdtq21m7t0gulu2henl0,13,232357,5.594838976230542e-05
t6h2nm44688se8cf4c0934l6qb,16,1606000077557,9.96263961851031e-12
t7573jdbiaqinp6il8lj4cmq0o,10,1606000269289,6.226649018201689e-12
t8f9bu34vogoj5kisdk61hp83n,15,50199,0.0002988107332815395
t9k1lcjubt6b04dv3uus8ili4j,20,1606000439878,1.2453296713616905e-11
tccmnubp332iu6jflr59suno5t,18,1606000146540,1.1207969089404863e-11
tdm49rlqprtglqndl74j4cekj0,12,297379,4.035254675010677e-05
tes9ba915l9f7e3i12vdgj7bte,11,203419,5.4075577994189335e-05
tfqlrm6knitedm4alt4c0cuvr0,17,1606000403062,1.0585302449232145e-11
tgjeh5ae9h3v4vmds3oemkq48n,11,180393,6.0977975863808465e-05
tl2je8q2l4malkodn4inhd4n5o,11,1606000099021,6.8493146461855635e-12
tppc7d6niqt6vkt489cphu55dp,16,1606000116509,9.962639376875995e-12
tr5fbeta11pirki760fvndcfmb,14,210080,6.664127951256664e-05
trga4mrvjvogdgoi9vrqkmi92j,12,350356,3.42508762515841e-05
ts4gvk541fole1uj2sd38kqpcm,14,1606000104789,8.717309518382224e-12
u1t0tjb9v5dna5vbatsn8upbbo,9,1606000056029,5.6039848605319625e-12
u4hgvjvkej7fj006vikof3a2vb,14,1606000259518,8.717308678518983e-12
u5co8igfher6a7v5gvrg14nrcf,15,1606000046210,9.339974824657387e-12
u6rj19l797n5lnvk6qlunbmp8a,73,1606000971061,4.5454517970666456e-11
u86k3ilcujog70qt5k0vvllhge,16,1606000248834,9.96263855601295e-12
u89p7qigo3rvvgm0vgs06hk8sc,12,52333,0.00022930082357212466
u8t6obfjabd8m1ee8fmpvphsc0,18,1606000098025,1.1207969427981816e-11
uahge8n75dd7aguqnt1bs0f8kd,20,1606000287999,1.2453297891321706e-11
ucc610tt08foih9ed0u0hl2urh,18,1606000369999,1.1207967529927287e-11
ufaj0lbcmqa0l022l9jan5n87l,15,241772,6.204192379597307e-05
uk2rt8k37hf4v8sogabdk01tua,12,233930,5.129739665711965e-05
uojjl06k7ee9lk3pc48ppaan0a,9,287317,3.132428641535308e-05
upqaiodm0qui7lh5plpf2rsgfc,20,1606000067740,1.2453299599261198e-11
uu8g3umhdi5aiibsrksskgkiav,10,1606000081706,6.226649745482787e-12
uua1uaccgs16aemnutnhohpp0v,18,1606000454777,1.120796693827797e-11
uum8gb1r189cdke60cacrnonul,13,1606000123122,8.094644460380563e-12
uuptnm17glt6pd240rdeho5ke0,14,1606000258353,8.717308684842559e-12
v1n897ru2ce8tptap3kb9848q7,18,1606000054093,1.1207969734574903e-11
v23rfeffhu8tnkj029mv5angtg,9,157623,5.709826611598561e-05
v3hbnujku5f0bm2mmbjqrr9rg8,18,547902,3.285259042675515e-05
v6g56j1moj87j95r7n37hjcjqa,17,510968,3.327018521707817e-05
v7qok0dv5ekcaoefquadgka6me,15,299052,5.0158500862726216e-05
v9jf53j6tf8mfrvn2mnmut46g9,12,1606000957047,7.471975622022507e-12
vf1geep6fp5v2i7111mp1akod2,9,1606000200927,5.603984354924182e-12
vfbg2ohita6de0m330eua19uqt,11,1606000125640,6.849314532660101e-12
viq1vmgres2bhnholc4p3a76lh,57,1606000962557,3.5491884082838436e-11
vllcsfvm4m4b6559eckqpg3mvq,14,243226,5.7559635894188945e-05
vmgkfqtair7fq7kqqr6kpqm9st,19,1606000127425,1.1830634179627298e-11
vofhhjsbkpj6kc9it95e76nu1a,376,1606020467164,2.3411905868420325e-10
vopb1c4o3o2dpsov8jinbbou5h,14,544627,2.5705666446944423e-05
vtcjrbtjq57mnai4banl61pd25,19,632030,3.00618641520181e-05
vu3fio88psda005g91fbjona0v,12,1606000065810,7.471979768536122e-12
